Disease,MMWR year,MMWR week,Current week,"Current week, flag",Cum 2015,"Cum 2015, flag",5-year weekly average§,"5-year weekly average§, flag",Total cases reported  2014,"Total cases reported  2014, flag",Total cases reported 2013,"Total cases reported 2013, flag",Total cases reported 2012,"Total cases reported 2012, flag",Total cases reported 2011,"Total cases reported 2011, flag",Total cases reported 2010,"Total cases reported 2010, flag",States reporting cases during current week (No.) 
"Q fever, acute††",2015,19,1,,22,,3,,135,,137,,113,,110,,106,,NY (1 )
Novel influenza A virus infections§§§,2015,19,,-,1,,33,,3,,21,,313,,14,,4,,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), unknown serotype",2015,19,1,,86,,4,,216,,185,,210,,226,,223,,AZ (1 )
Brucellosis,2015,19,1,,19,,3,,94,,99,,114,,79,,115,,NY (1 )
"Botulism, total",2015,19,5,,72,,3,,158,,152,,168,,153,,112,,
"Viral hemorrhagic fever, Guanarito hemorrhagic fever††,****:",2015,19,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever, Lassa fever††,****:",2015,19,,-,,-,,-,1,,,NP,,NP,,NP,,NP,
"Meningococcal disease, invasive†††, A, C, Y, and W-135",2015,19,,-,27,,4,,115,,142,,161,,257,,280,,
Trichinellosis††,2015,19,,-,1,,0,,16,,22,,18,,15,,7,,
"Meningococcal disease, invasive†††, serogroup B",2015,19,,-,36,,3,,78,,99,,110,,159,,135,,
Chancroid,2015,19,,-,7,,0,,6,,,-,15,,8,,24,,
Vancomycin-resistant Staphylococcus aureus††,2015,19,,-,1,,,-,,-,,-,2,,,-,2,,
"Viral hemorrhagic fever, Crimean-Congo hemorrhagic fever††,****:",2015,19,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Hepatitis B, virus infection perinatal",2015,19,1,,9,,1,,36,,48,,40,,,NP,,NP,WA (1 )
Plague,2015,19,,-,,-,0,,9,,4,,4,,3,,2,,
Cyclosporiasis††,2015,19,,-,10,,2,,397,,784,,123,,151,,179,,
Measles***,2015,19,,-,171,,12,,669,,187,,55,,220,,63,,
"Syphilis, congenital (age <1 yr)††,¶¶¶",2015,19,,-,76,,6,,457,,348,,322,,360,,377,,
Typhoid fever,2015,19,3,,119,,7,,356,,338,,354,,390,,467,,"NYC (2 ), MD (1 )"
Psittacosis††,2015,19,,-,1,,0,,8,,6,,2,,2,,4,,
"Meningococcal disease, invasive†††, unknown serogroup",2015,19,3,,81,,6,,214,,298,,260,,323,,406,,"NY (1 ), LA (1 ), TX (1 )"
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), nonserotype b",2015,19,,-,83,,4,,210,,222,,205,,145,,200,,
"Viral hemorrhagic fever, Ebola hemorrhagic fever††,****:",2015,19,,-,,-,,-,6,,,NP,,NP,,NP,,NP,
Anthrax,2015,19,,-,,-,,-,,-,,-,,-,1,,,-,
Leptospirosis††,2015,19,,-,4,,0,,38,,,NN,,NN,,NN,,NN,
"Botulism, infant",2015,19,2,,39,,2,,123,,136,,123,,97,,80,,"PA (1 ), OH (1 )"
"Poliomyelitis, paralytic",2015,19,,-,,-,,-,,-,1,,,-,,-,,-,
Yellow fever,2015,19,,-,,-,,-,,-,,-,,-,,-,,-,
Streptococcal toxic-shock syndrome††,2015,19,2,,86,,5,,259,,224,,194,,168,,142,,"NY (1 ), NC (1 )"
Tularemia,2015,19,3,,16,,4,,185,,203,,149,,166,,124,,"NE (1 ), TN (1 ), WA (1 )"
SARS-CoV††,2015,19,,-,,-,,-,,-,,-,,-,,-,,-,
"Polio virus Infection, nonparalytic,††",2015,19,,-,,-,,-,,-,,-,,-,,-,,-,
Listeriosis,2015,19,4,,132,,12,,753,,735,,727,,870,,821,,"NYC (1 ), SC (1 ), ID (1 ), OR (1 )"
Vancomycin-intermediate Staphylococcus aureus††,2015,19,4,,43,,3,,209,,248,,134,,82,,91,,"NY (1 ), FL (3 )"
"Arboviral diseases, Western equine encephalitis virus disease**,††",2015,19,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever, Sabia-associated hemorrhagic fever††,****:",2015,19,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
Hantavirus Pulmonary Syndrome (HPS)††,2015,19,,-,1,,1,,29,,21,,30,,23,,20,,
"Viral hemorrhagic fever, Marburg fever††,****:",2015,19,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
Smallpox††,2015,19,,-,,-,,-,,-,,-,,-,,-,,-,
"Hantavirus infection (non-HPS)¶,††",2015,19,,NN,,NN,,-,,NN,,NN,,NN,,NN,,NN,
"Rabies, human",2015,19,,-,,-,0,,1,,2,,1,,6,,2,,
Hansen disease††,2015,19,2,,20,,2,,90,,81,,82,,82,,98,,"NYC (1 ), PA (1 )"
Diphtheria,2015,19,,-,,-,0,,1,,,-,1,,,-,,-,
"Botulism, foodborne",2015,19,3,,28,,0,,15,,4,,27,,24,,7,,OH (3 )
"Q fever, total††",2015,19,1,,31,,3,,171,,170,,135,,134,,131,,
"Viral hemorrhagic fever, Junin hemorrhagic fever††,****:",2015,19,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Arboviral diseases, St. Louis encephalitis virus disease**,††",2015,19,,-,,-,,-,9,,1,,3,,6,,10,,
"Influenza-associated pediatric mortality**,††",2015,19,3,,116,,2,,130,,160,,52,,118,,61,,"IN (1 ), UT (2 )"
"Viral hemorrhagic fever, Machupo hemorrhagic fever††,****:",2015,19,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Botulism, other (wound and unspecified)",2015,19,,-,5,,0,,20,,12,,18,,32,,25,,
"Arboviral diseases, Chikungunya virus neuroinvasive disease**,††",2015,19,,NN,,NN,,-,,NN,,NN,,NN,,NN,,NN,
"Viral hemorrhagic fever, Lujo virus††,****:",2015,19,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Arboviral diseases, Powassan virus disease**,††",2015,19,,-,,-,1,,8,,12,,7,,16,,8,,
"Hemolytic uremic syndrome, postdiarrheal††",2015,19,2,,33,,4,,243,,329,,274,,290,,266,,TN (2 )
"Arboviral diseases, Eastern equine encephalitis virus disease**,††",2015,19,,-,,-,,-,8,,8,,15,,4,,10,,
"Arboviral diseases, Eastern equine encephalitis virus disease**,††",2015,20,,-,,-,,-,8,,8,,15,,4,,10,,
Trichinellosis††,2015,20,,-,1,,0,,16,,22,,18,,15,,7,,
"Influenza-associated pediatric mortality**,††",2015,20,2,,118,,1,,130,,160,,52,,118,,61,,"MI (1 ), CA (1 )"
"Viral hemorrhagic fever, Guanarito hemorrhagic fever††,****:",2015,20,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Meningococcal disease, invasive†††, serogroup B",2015,20,,-,36,,3,,78,,99,,110,,159,,135,,
"Arboviral diseases, Western equine encephalitis virus disease**,††",2015,20,,-,,-,,-,,-,,-,,-,,-,,-,
"Arboviral diseases, St. Louis encephalitis virus disease**,††",2015,20,,-,,-,,-,9,,1,,3,,6,,10,,
Listeriosis,2015,20,4,,139,,12,,753,,735,,727,,870,,821,,"NYC (1 ), PA (2 ), FL (1 )"
Novel influenza A virus infections§§§,2015,20,,-,1,,32,,3,,21,,313,,14,,4,,
"Meningococcal disease, invasive†††, other serogroup",2015,20,,-,7,,0,,23,,17,,20,,20,,12,,
Chancroid,2015,20,,-,8,,0,,6,,,-,15,,8,,24,,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), unknown serotype",2015,20,,-,84,,4,,214,,185,,210,,226,,223,,
"Viral hemorrhagic fever, Junin hemorrhagic fever††,****:",2015,20,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
Anthrax,2015,20,,-,,-,,-,,-,,-,,-,1,,,-,
Hansen disease††,2015,20,,-,20,,2,,90,,81,,82,,82,,98,,
"Viral hemorrhagic fever, Marburg fever††,****:",2015,20,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
Vancomycin-resistant Staphylococcus aureus††,2015,20,,-,1,,,-,,-,,-,2,,,-,2,,
"Rabies, human",2015,20,,-,,-,0,,1,,2,,1,,6,,2,,
Smallpox††,2015,20,,-,,-,,-,,-,,-,,-,,-,,-,
Psittacosis††,2015,20,,-,1,,0,,8,,6,,2,,2,,4,,
Toxic-shock syndrome (staphylococcal)††,2015,20,1,,22,,1,,59,,71,,65,,78,,82,,TN (1 )
"Poliomyelitis, paralytic",2015,20,,-,,-,,-,,-,1,,,-,,-,,-,
"Viral hemorrhagic fever, Lujo virus††,****:",2015,20,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever, Sabia-associated hemorrhagic fever††,****:",2015,20,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
Diphtheria,2015,20,,-,,-,,-,1,,,-,1,,,-,,-,
"Hemolytic uremic syndrome, postdiarrheal††",2015,20,,-,36,,5,,243,,329,,274,,290,,266,,
"Q fever, total††",2015,20,3,,35,,3,,171,,170,,135,,134,,131,,
"Viral hemorrhagic fever, Crimean-Congo hemorrhagic fever††,****:",2015,20,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), nonserotype b",2015,20,1,,89,,4,,215,,222,,205,,145,,200,,OH (1 )
"Botulism, total",2015,20,1,,75,,3,,158,,152,,168,,153,,112,,
"Botulism, infant",2015,20,1,,42,,2,,123,,136,,123,,97,,80,,NC (1 )
"Hantavirus infection (non-HPS)¶,††",2015,20,,NN,,NN,,-,,NN,,NN,,NN,,NN,,NN,
Streptococcal toxic-shock syndrome††,2015,20,,-,88,,4,,259,,224,,194,,168,,142,,
"Arboviral diseases, California serogroup virus disease**,††",2015,20,,-,,-,0,,89,,95,,81,,137,,75,,
Tularemia,2015,20,1,,21,,5,,185,,203,,149,,166,,124,,AR (1 )
Cholera,2015,20,,-,,-,0,,,-,14,,17,,40,,13,,
"Syphilis, congenital (age <1 yr)††,¶¶¶",2015,20,,-,79,,6,,456,,348,,322,,360,,377,,
"Meningococcal disease, invasive†††, A, C, Y, and W-135",2015,20,1,,30,,4,,115,,142,,161,,257,,280,,AR (1 )
"Viral hemorrhagic fever, Ebola hemorrhagic fever††,****:",2015,20,,-,,-,,-,6,,,NP,,NP,,NP,,NP,
"Botulism, foodborne",2015,20,,-,28,,0,,15,,4,,27,,24,,7,,
"Viral hemorrhagic fever, Lassa fever††,****:",2015,20,,-,,-,,-,1,,,NP,,NP,,NP,,NP,
Plague,2015,20,,-,,-,0,,10,,4,,4,,3,,2,,
Leptospirosis††,2015,20,,-,4,,0,,38,,,NN,,NN,,NN,,NN,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), serotype b",2015,20,,-,6,,0,,34,,31,,30,,14,,23,,
"Meningococcal disease, invasive†††, unknown serogroup",2015,20,,-,81,,5,,214,,298,,260,,323,,406,,
"Polio virus Infection, nonparalytic,††",2015,20,,-,,-,,-,,-,,-,,-,,-,,-,
Brucellosis,2015,20,4,,23,,3,,94,,99,,114,,79,,115,,"NY (1 ), FL (1 ), KY (1 ), WA (1 )"
Typhoid fever,2015,20,1,,122,,7,,357,,338,,354,,390,,467,,NYC (1 )
"Viral hemorrhagic fever, Machupo hemorrhagic fever††,****:",2015,20,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Arboviral diseases, Powassan virus disease**,††",2015,20,,-,,-,1,,8,,12,,7,,16,,8,,
"Botulism, other (wound and unspecified)",2015,20,,-,5,,0,,20,,12,,18,,32,,25,,
SARS-CoV††,2015,20,,-,,-,,-,,-,,-,,-,,-,,-,
"Q fever, acute††",2015,20,3,,26,,3,,135,,137,,113,,110,,106,,"MO (1 ), MT (1 ), WA (1 )"
"Hepatitis B, virus infection perinatal",2015,20,,-,9,,1,,36,,48,,40,,,NP,,NP,
Cyclosporiasis††,2015,20,,-,10,,3,,398,,784,,123,,151,,179,,
Measles***,2015,20,1,,172,,13,,669,,187,,55,,220,,63,,ID (1 )
"Q fever, chronic††",2015,20,,-,9,,0,,36,,33,,22,,24,,25,,
Hantavirus Pulmonary Syndrome (HPS)††,2015,20,,-,1,,1,,29,,21,,30,,23,,20,,
Vancomycin-intermediate Staphylococcus aureus††,2015,20,3,,49,,2,,209,,248,,134,,82,,91,,"PA (1 ), FL (1 ), LA (1 )"
"Arboviral diseases, Chikungunya virus neuroinvasive disease**,††",2015,20,,NN,,NN,0,,,NN,,NN,,NN,,NN,,NN,
Yellow fever,2015,20,,-,,-,,-,,-,,-,,-,,-,,-,
"Poliomyelitis, paralytic",2015,21,,-,,-,,-,,-,1,,,-,,-,,-,
Yellow fever,2015,21,,-,,-,,-,,-,,-,,-,,-,,-,
"Botulism, total",2015,21,4,,81,,3,,162,,152,,168,,153,,112,,
"Viral hemorrhagic fever, Marburg fever††,****:",2015,21,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
Novel influenza A virus infections§§§,2015,21,,-,1,,29,,3,,21,,313,,14,,4,,
Typhoid fever,2015,21,3,,126,,7,,354,,338,,354,,390,,467,,"NYC (1 ), MD (1 ), WA (1 )"
"Syphilis, congenital (age <1 yr)††,¶¶¶",2015,21,,-,84,,7,,456,,348,,322,,360,,377,,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), nonserotype b",2015,21,1,,93,,4,,229,,222,,205,,145,,200,,NY (1 )
"Q fever, chronic††",2015,21,,-,9,,0,,36,,33,,22,,24,,25,,
"Q fever, total††",2015,21,,-,38,,3,,172,,170,,135,,134,,131,,
Leptospirosis††,2015,21,,-,4,,0,,38,,,NN,,NN,,NN,,NN,
"Botulism, infant",2015,21,,-,43,,2,,127,,136,,123,,97,,80,,
"Viral hemorrhagic fever, Lujo virus††,****:",2015,21,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever, Ebola hemorrhagic fever††,****:",2015,21,,-,,-,,-,6,,,NP,,NP,,NP,,NP,
"Botulism, other (wound and unspecified)",2015,21,,-,5,,0,,20,,12,,18,,32,,25,,
Anthrax,2015,21,,-,,-,,-,,-,,-,,-,1,,,-,
"Meningococcal disease, invasive†††, unknown serogroup",2015,21,2,,84,,5,,197,,298,,260,,323,,406,,"NYC (1 ), OR (1 )"
Hantavirus Pulmonary Syndrome (HPS)††,2015,21,,-,3,,1,,30,,21,,30,,23,,20,,
Psittacosis††,2015,21,1,,2,,0,,8,,6,,2,,2,,4,,NE (1 )
"Viral hemorrhagic fever, Sabia-associated hemorrhagic fever††,****:",2015,21,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
Toxic-shock syndrome (staphylococcal)††,2015,21,2,,24,,1,,59,,71,,65,,78,,82,,"MI (1 ), TN (1 )"
"Meningococcal disease, invasive†††, other serogroup",2015,21,,-,8,,0,,25,,17,,20,,20,,12,,
Listeriosis,2015,21,8,,157,,12,,769,,735,,727,,870,,821,,"CT (1 ), NYC (1 ), OH (1 ), WV (1 ), WA (4 )"
"Arboviral diseases, Western equine encephalitis virus disease**,††",2015,21,,-,,-,,-,,-,,-,,-,,-,,-,
"Meningococcal disease, invasive†††, A, C, Y, and W-135",2015,21,3,,35,,4,,122,,142,,161,,257,,280,,"WA (2 ), OR (1 )"
Smallpox††,2015,21,,-,,-,,-,,-,,-,,-,,-,,-,
Diphtheria,2015,21,,-,,-,,-,1,,,-,1,,,-,,-,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), unknown serotype",2015,21,5,,89,,4,,202,,185,,210,,226,,223,,"OH (1 ), NC (1 ), CO (1 ), AZ (2 )"
Chancroid,2015,21,2,,10,,0,,6,,,-,15,,8,,24,,"TX (1 ), CA (1 )"
"Hantavirus infection (non-HPS)¶,††",2015,21,,NN,,NN,,-,,NN,,NN,,NN,,NN,,NN,
"Meningococcal disease, invasive†††, serogroup B",2015,21,,-,37,,2,,89,,99,,110,,159,,135,,
Streptococcal toxic-shock syndrome††,2015,21,2,,92,,4,,260,,224,,194,,168,,142,,"NY (1 ), MI (1 )"
"Viral hemorrhagic fever, Crimean-Congo hemorrhagic fever††,****:",2015,21,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Arboviral diseases, Powassan virus disease**,††",2015,21,,-,,-,1,,8,,12,,7,,16,,8,,
Cholera,2015,21,,-,,-,0,,,-,14,,17,,40,,13,,
Tularemia,2015,21,1,,29,,6,,186,,203,,149,,166,,124,,NE (1 )
"Arboviral diseases, St. Louis encephalitis virus disease**,††",2015,21,,-,,-,,-,9,,1,,3,,6,,10,,
Brucellosis,2015,21,2,,30,,3,,96,,99,,114,,79,,115,,"NYC (1 ), TX (1 )"
Measles***,2015,21,2,,173,,15,,669,,187,,55,,220,,63,,WA (2 )
"Hemolytic uremic syndrome, postdiarrheal††",2015,21,1,,39,,5,,245,,329,,274,,290,,266,,ID (1 )
"Hepatitis B, virus infection perinatal",2015,21,,-,10,,1,,48,,48,,40,,,NP,,NP,
SARS-CoV††,2015,21,,-,,-,,-,,-,,-,,-,,-,,-,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), serotype b",2015,21,,-,7,,0,,40,,31,,30,,14,,23,,
Vancomycin-resistant Staphylococcus aureus††,2015,21,,-,1,,,-,,-,,-,2,,,-,2,,
"Polio virus Infection, nonparalytic,††",2015,21,,-,,-,,-,,-,,-,,-,,-,,-,
"Botulism, foodborne",2015,21,4,,33,,0,,15,,4,,27,,24,,7,,AK (4 )
"Viral hemorrhagic fever, Junin hemorrhagic fever††,****:",2015,21,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever, Lassa fever††,****:",2015,21,,-,,-,,-,1,,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever, Guanarito hemorrhagic fever††,****:",2015,21,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Arboviral diseases, California serogroup virus disease**,††",2015,21,,-,,-,1,,89,,95,,81,,137,,75,,
"Rabies, human",2015,21,,-,,-,0,,1,,2,,1,,6,,2,,
Plague,2015,21,,-,,-,0,,10,,4,,4,,3,,2,,
Cyclosporiasis††,2015,21,,-,12,,3,,388,,784,,123,,151,,179,,
Trichinellosis††,2015,21,,-,1,,0,,16,,22,,18,,15,,7,,
Hansen disease††,2015,21,,-,20,,2,,88,,81,,82,,82,,98,,
"Arboviral diseases, Chikungunya virus neuroinvasive disease**,††",2015,21,,NN,,NN,0,,,NN,,NN,,NN,,NN,,NN,
"Q fever, acute††",2015,21,,-,29,,3,,136,,137,,113,,110,,106,,
"Viral hemorrhagic fever, Machupo hemorrhagic fever††,****:",2015,21,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Arboviral diseases, Eastern equine encephalitis virus disease**,††",2015,21,,-,,-,,-,8,,8,,15,,4,,10,,
Vancomycin-intermediate Staphylococcus aureus††,2015,21,1,,51,,3,,211,,248,,134,,82,,91,,SC (1 )
"Influenza-associated pediatric mortality**,††",2015,21,1,,118,,1,,130,,160,,52,,118,,61,,PA (1 )
"Meningococcal disease, invasive†††, A, C, Y, and W-135",2015,22,,-,36,,4,,122,,142,,161,,257,,280,,
"Viral hemorrhagic fever, Guanarito hemorrhagic fever††,****:",2015,22,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), nonserotype b",2015,22,,-,99,,4,,229,,222,,205,,145,,200,,
Cholera,2015,22,,-,,-,0,,,-,14,,17,,40,,13,,
Anthrax,2015,22,,-,,-,,-,,-,,-,,-,1,,,-,
Vancomycin-resistant Staphylococcus aureus††,2015,22,,-,1,,,-,,-,,-,2,,,-,2,,
Toxic-shock syndrome (staphylococcal)††,2015,22,1,,25,,1,,59,,71,,65,,78,,82,,PA (1 )
"Arboviral diseases, Western equine encephalitis virus disease**,††",2015,22,,-,,-,,-,,-,,-,,-,,-,,-,
"Botulism, infant",2015,22,,-,44,,2,,127,,136,,123,,97,,80,,
"Botulism, total",2015,22,,-,84,,3,,162,,152,,168,,153,,112,,
Plague,2015,22,,-,,-,0,,10,,4,,4,,3,,2,,
Tularemia,2015,22,1,,32,,7,,186,,203,,149,,166,,124,,OK (1 )
Hantavirus Pulmonary Syndrome (HPS)††,2015,22,,-,3,,1,,30,,21,,30,,23,,20,,
"Polio virus Infection, nonparalytic,††",2015,22,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever, Junin hemorrhagic fever††,****:",2015,22,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Arboviral diseases, California serogroup virus disease**,††",2015,22,,-,,-,1,,89,,95,,81,,137,,75,,
"Arboviral diseases, Eastern equine encephalitis virus disease**,††",2015,22,,-,,-,,-,8,,8,,15,,4,,10,,
"Q fever, total††",2015,22,1,,40,,3,,172,,170,,135,,134,,131,,
"Rabies, human",2015,22,,-,,-,0,,1,,2,,1,,6,,2,,
Chancroid,2015,22,,-,9,,0,,6,,,-,15,,8,,24,,
"Botulism, other (wound and unspecified)",2015,22,,-,5,,0,,20,,12,,18,,32,,25,,
Novel influenza A virus infections§§§,2015,22,,-,1,,24,,3,,21,,313,,14,,4,,
Streptococcal toxic-shock syndrome††,2015,22,2,,98,,4,,260,,224,,194,,168,,142,,"OH (1 ), IL (1 )"
"Influenza-associated pediatric mortality**,††",2015,22,,-,118,,1,,130,,160,,52,,118,,61,,
Measles***,2015,22,,-,173,,16,,667,,187,,55,,220,,63,,
"Q fever, acute††",2015,22,1,,31,,3,,136,,137,,113,,110,,106,,NC (1 )
"Viral hemorrhagic fever, Lujo virus††,****:",2015,22,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
Yellow fever,2015,22,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever, Marburg fever††,****:",2015,22,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
Cyclosporiasis††,2015,22,2,,14,,4,,388,,784,,123,,151,,179,,NYC (2 )
"Meningococcal disease, invasive†††, other serogroup",2015,22,,-,8,,0,,25,,17,,20,,20,,12,,
"Arboviral diseases, Chikungunya virus neuroinvasive disease**,††",2015,22,,NN,,NN,,-,,NN,,NN,,NN,,NN,,NN,
Typhoid fever,2015,22,4,,131,,7,,354,,338,,354,,390,,467,,"NY (1 ), NYC (1 ), OH (1 ), VA (1 )"
"Hemolytic uremic syndrome, postdiarrheal††",2015,22,3,,51,,5,,249,,329,,274,,290,,266,,"NY (1 ), MI (1 ), KY (1 )"
Brucellosis,2015,22,,-,33,,2,,96,,99,,114,,79,,115,,
"Arboviral diseases, Powassan virus disease**,††",2015,22,,-,,-,1,,8,,12,,7,,16,,8,,
Psittacosis††,2015,22,,-,2,,0,,8,,6,,2,,2,,4,,
Listeriosis,2015,22,10,,173,,14,,769,,735,,727,,870,,821,,"NY (2 ), PA (1 ), OH (1 ), VA (1 ), FL (1 ), WA (3 ), OR (1 )"
"Viral hemorrhagic fever, Ebola hemorrhagic fever††,****:",2015,22,,-,,-,,-,6,,,NP,,NP,,NP,,NP,
Trichinellosis††,2015,22,,-,1,,0,,16,,22,,18,,15,,7,,
"Meningococcal disease, invasive†††, unknown serogroup",2015,22,,-,86,,5,,197,,298,,260,,323,,406,,
Hansen disease††,2015,22,1,,21,,1,,88,,81,,82,,82,,98,,PA (1 )
Smallpox††,2015,22,,-,,-,,-,,-,,-,,-,,-,,-,
SARS-CoV††,2015,22,,-,,-,,-,,-,,-,,-,,-,,-,
"Hepatitis B, virus infection perinatal",2015,22,,-,11,,1,,47,,48,,40,,,NP,,NP,
"Meningococcal disease, invasive†††, serogroup B",2015,22,,-,39,,2,,89,,99,,110,,159,,135,,
Diphtheria,2015,22,,-,,-,,-,1,,,-,1,,,-,,-,
"Syphilis, congenital (age <1 yr)††,¶¶¶",2015,22,,-,88,,7,,458,,348,,322,,360,,377,,
"Botulism, foodborne",2015,22,,-,35,,0,,15,,4,,27,,24,,7,,
"Poliomyelitis, paralytic",2015,22,,-,,-,,-,,-,1,,,-,,-,,-,
"Arboviral diseases, St. Louis encephalitis virus disease**,††",2015,22,,-,,-,0,,9,,1,,3,,6,,10,,
"Q fever, chronic††",2015,22,,-,9,,1,,36,,33,,22,,24,,25,,
"Viral hemorrhagic fever, Crimean-Congo hemorrhagic fever††,****:",2015,22,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever, Sabia-associated hemorrhagic fever††,****:",2015,22,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever, Machupo hemorrhagic fever††,****:",2015,22,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever, Lassa fever††,****:",2015,22,,-,,-,,-,1,,,NP,,NP,,NP,,NP,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), serotype b",2015,22,,-,8,,0,,40,,31,,30,,14,,23,,
Vancomycin-intermediate Staphylococcus aureus††,2015,22,2,,54,,3,,211,,248,,134,,82,,91,,"NYC (1 ), LA (1 )"
Leptospirosis††,2015,22,,-,4,,0,,38,,,NN,,NN,,NN,,NN,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), unknown serotype",2015,22,4,,92,,4,,202,,185,,210,,226,,223,,"FL (2 ), LA (1 ), OR (1 )"
"Hantavirus infection (non-HPS)¶,††",2015,22,,NN,,NN,,-,,NN,,NN,,NN,,NN,,NN,
"Poliomyelitis, paralytic",2015,23,,-,,-,,-,,-,1,,,-,,-,,-,
"Botulism, total",2015,23,,-,88,,3,,161,,152,,168,,153,,112,,
Measles***,2015,23,,-,174,,16,,667,,187,,55,,220,,63,,
"Arboviral diseases, St. Louis encephalitis virus disease**,††",2015,23,,-,,-,0,,9,,1,,3,,6,,10,,
Psittacosis††,2015,23,,-,2,,0,,8,,6,,2,,2,,4,,
"Rabies, human",2015,23,,-,,-,0,,1,,2,,1,,6,,2,,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), unknown serotype",2015,23,2,,96,,4,,202,,185,,210,,226,,223,,"MD (1 ), AZ (1 )"
"Polio virus Infection, nonparalytic,††",2015,23,,-,,-,,-,,-,,-,,-,,-,,-,
"Meningococcal disease, invasive†††, serogroup B",2015,23,,-,41,,2,,89,,99,,110,,159,,135,,
"Arboviral diseases, Chikungunya virus neuroinvasive disease**,††",2015,23,,NN,,NN,,-,,NN,,NN,,NN,,NN,,NN,
"Meningococcal disease, invasive†††, A, C, Y, and W-135",2015,23,,-,36,,4,,123,,142,,161,,257,,280,,
"Botulism, infant",2015,23,,-,48,,2,,127,,136,,123,,97,,80,,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), serotype b",2015,23,,-,8,,0,,40,,31,,30,,14,,23,,
SARS-CoV††,2015,23,,-,,-,,-,,-,,-,,-,,-,,-,
Hantavirus Pulmonary Syndrome (HPS)††,2015,23,,-,3,,1,,30,,21,,30,,23,,20,,
Vancomycin-intermediate Staphylococcus aureus††,2015,23,2,,58,,3,,212,,248,,134,,82,,91,,"MO (1 ), TN (1 )"
Vancomycin-resistant Staphylococcus aureus††,2015,23,,-,1,,0,,,-,,-,2,,,-,2,,
"Q fever, acute††",2015,23,2,,37,,3,,132,,137,,113,,110,,106,,"MT (1 ), NV (1 )"
Listeriosis,2015,23,5,,183,,14,,769,,735,,727,,870,,821,,"PA (2 ), MD (1 ), FL (1 ), TX (1 )"
"Syphilis, congenital (age <1 yr)††,¶¶¶",2015,23,,-,94,,7,,458,,348,,322,,360,,377,,
"Arboviral diseases, Eastern equine encephalitis virus disease**,††",2015,23,,-,,-,0,,8,,8,,15,,4,,10,,
Novel influenza A virus infections§§§,2015,23,,-,1,,17,,3,,21,,313,,14,,4,,
"Viral hemorrhagic fever, Machupo hemorrhagic fever††,****:",2015,23,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Botulism, foodborne",2015,23,,-,35,,0,,15,,4,,27,,24,,7,,
