Disease,MMWR year,MMWR week,Current week,"Current week, flag",Cum 2016,"Cum 2016, flag",5-year weekly average§,"5-year weekly average§, flag",Total cases reported  2015,"Total cases reported  2015, flag",Total cases reported 2014,"Total cases reported 2014, flag",Total cases reported 2013,"Total cases reported 2013, flag",Total cases reported 2012,"Total cases reported 2012, flag",Total cases reported 2011,"Total cases reported 2011, flag",States reporting cases during current week (No.) 
Psittacosis**,2016,25,,-,3,,0,,4,,8,,6,,2,,2,,
Vancomycin-intermediate Staphylococcus aureus**,2016,25,1,,50,,3,,183,,212,,248,,134,,82,,MO (1 )
SARS-CoV,2016,25,,-,,-,,-,,-,,-,,-,,-,,-,
"Botulism, total",2016,25,,-,74,,3,,195,,161,,152,,168,,153,,
"Hemolytic uremic syndrome, postdiarrheal**",2016,25,,-,76,,7,,275,,250,,329,,274,,290,,
Toxic-shock syndrome (staphylococcal)**,2016,25,1,,14,,1,,66,,59,,71,,65,,78,,NY (1 )
Typhoid fever,2016,25,3,,124,,7,,367,,349,,338,,354,,390,,"PA (1 ), OH (1 ), FL (1 )"
"Rabies, human",2016,25,,-,,-,0,,1,,1,,2,,1,,6,,
"Botulism, foodborne",2016,25,,-,15,,0,,37,,15,,4,,27,,24,,
Leptospirosis**,2016,25,,-,15,,0,,40,,38,,,NN,,NN,,NN,
Cyclosporiasis**,2016,25,8,,36,,23,,645,,388,,784,,123,,151,,"NYC (5 ), OH (1 ), FL (2 )"
Vancomycin-resistant Staphylococcus aureus**,2016,25,,-,,-,0,,1,,,-,,-,2,,,-,
"Influenza-associated pediatric mortality**,***",2016,25,,-,71,,1,,130,,141,,160,,52,,118,,
"Botulism, other (wound and unspecified)",2016,25,,-,7,,0,,20,,19,,12,,18,,32,,
"Poliomyelitis, paralytic",2016,25,,-,,-,,-,,-,,-,1,,,-,,-,
"Hepatitis B, virus infection perinatal",2016,25,2,,15,,1,,37,,47,,48,,40,,,NP,"MI (1 ), KY (1 )"
Plague,2016,25,,-,,-,0,,13,,10,,4,,4,,3,,
"Q fever, chronic**",2016,25,,-,7,,0,,35,,36,,33,,22,,24,,
Anthrax,2016,25,,-,,-,,-,,-,,-,,-,,-,1,,
"Syphilis, congenital****",2016,25,,-,147,,7,,489,,458,,348,,322,,360,,
"Q fever, total**",2016,25,2,,45,,3,,158,,168,,170,,135,,134,,
Trichinellosis**,2016,25,,-,5,,0,,11,,14,,22,,18,,15,,
Chancroid,2016,25,,-,7,,0,,11,,,-,,-,15,,8,,
Listeriosis,2016,25,8,,218,,15,,766,,769,,735,,727,,870,,"NY (1 ), NYC (1 ), OH (1 ), MD (1 ), FL (2 ), OR (1 ), HI (1 )"
Cholera,2016,25,,-,,-,0,,2,,5,,14,,17,,40,,
Smallpox,2016,25,,-,,-,,-,,-,,-,,-,,-,,-,
Hansen's disease**,2016,25,,-,21,,1,,89,,88,,81,,82,,82,,
Diphtheria,2016,25,,-,,-,,-,,-,1,,,-,1,,,-,
Brucellosis,2016,25,,-,46,,2,,126,,92,,99,,114,,79,,
Yellow fever,2016,25,,-,,-,,-,,-,,-,,-,,-,,-,
Tularemia,2016,25,2,,44,,9,,314,,180,,203,,149,,166,,"MO (1 ), VA (1 )"
"Polio virus Infection, nonparalytic**",2016,25,,-,,-,,-,,-,,-,,-,,-,,-,
"Q fever, acute**",2016,25,2,,38,,3,,123,,132,,137,,113,,110,,"TX (1 ), ID (1 )"
Streptococcal toxic-shock syndrome**,2016,25,1,,138,,4,,335,,259,,224,,194,,168,,NY (1 )
"Hantavirus infections**, Hantavirus Pulmonary Syndrome (HPS)",2016,25,,-,9,,1,,17,,32,,21,,30,,23,,
"Botulism, infant",2016,25,,-,52,,3,,138,,127,,136,,123,,97,,
Toxic-shock syndrome (staphylococcal)**,2016,26,1,,15,,1,,66,,59,,71,,65,,78,,OH (1 )
"Hepatitis B, virus infection perinatal",2016,26,,-,14,,1,,37,,47,,48,,40,,,NP,
"Poliomyelitis, paralytic",2016,26,,-,,-,0,,,-,,-,1,,,-,,-,
"Rabies, human",2016,26,,-,,-,0,,1,,1,,2,,1,,6,,
Cyclosporiasis**,2016,26,5,,44,,29,,645,,388,,784,,123,,151,,"ME (1 ), NYC (1 ), FL (1 ), TX (2 )"
Tularemia,2016,26,1,,46,,9,,314,,180,,203,,149,,166,,PA (1 )
Smallpox,2016,26,,-,,-,,-,,-,,-,,-,,-,,-,
"Botulism, total",2016,26,,-,85,,4,,195,,161,,152,,168,,153,,
Streptococcal toxic-shock syndrome**,2016,26,,-,139,,4,,335,,259,,224,,194,,168,,
Listeriosis,2016,26,5,,229,,16,,766,,769,,735,,727,,870,,"NY (2 ), OH (1 ), FL (2 )"
Cholera,2016,26,,-,,-,0,,2,,5,,14,,17,,40,,
"Botulism, foodborne",2016,26,,-,22,,0,,37,,15,,4,,27,,24,,
"Q fever, total**",2016,26,2,,47,,3,,158,,168,,170,,135,,134,,
Hansen's disease**,2016,26,,-,22,,2,,89,,88,,81,,82,,82,,
"Botulism, other (wound and unspecified)",2016,26,,-,7,,0,,20,,19,,12,,18,,32,,
"Polio virus Infection, nonparalytic**",2016,26,,-,,-,,-,,-,,-,,-,,-,,-,
Diphtheria,2016,26,,-,,-,,-,,-,1,,,-,1,,,-,
"Influenza-associated pediatric mortality**,***",2016,26,3,,74,,1,,130,,141,,160,,52,,118,,"NY (1 ), UT (1 ), CA (1 )"
"Q fever, acute**",2016,26,1,,39,,3,,123,,132,,137,,113,,110,,OH (1 )
"Q fever, chronic**",2016,26,1,,8,,0,,35,,36,,33,,22,,24,,NYC (1 )
SARS-CoV,2016,26,,-,,-,,-,,-,,-,,-,,-,,-,
Anthrax,2016,26,,-,,-,,-,,-,,-,,-,,-,1,,
"Botulism, infant",2016,26,,-,56,,3,,138,,127,,136,,123,,97,,
Psittacosis**,2016,26,,-,3,,,-,4,,8,,6,,2,,2,,
Brucellosis,2016,26,1,,49,,2,,126,,92,,99,,114,,79,,TN (1 )
Chancroid,2016,26,,-,7,,0,,11,,,-,,-,15,,8,,
"Hemolytic uremic syndrome, postdiarrheal**",2016,26,2,,82,,8,,275,,250,,329,,274,,290,,"FL (1 ), ID (1 )"
Typhoid fever,2016,26,2,,130,,7,,367,,349,,338,,354,,390,,"NYC (1 ), KY (1 )"
"Syphilis, congenital****",2016,26,,-,156,,7,,490,,458,,348,,322,,360,,
Yellow fever,2016,26,,-,,-,,-,,-,,-,,-,,-,,-,
"Hantavirus infections**, Hantavirus Pulmonary Syndrome (HPS)",2016,26,,-,9,,1,,17,,32,,21,,30,,23,,
Leptospirosis**,2016,26,,-,17,,0,,40,,38,,,NN,,NN,,NN,
Vancomycin-intermediate Staphylococcus aureus**,2016,26,,-,51,,3,,183,,212,,248,,134,,82,,
Vancomycin-resistant Staphylococcus aureus**,2016,26,,-,,-,0,,1,,,-,,-,2,,,-,
Plague,2016,26,,-,,-,0,,13,,10,,4,,4,,3,,
Trichinellosis**,2016,26,,-,4,,0,,11,,14,,22,,18,,15,,
"Q fever, total**",2016,27,,-,51,,3,,158,,168,,170,,135,,134,,
Vancomycin-resistant Staphylococcus aureus**,2016,27,,-,,-,0,,1,,,-,,-,2,,,-,
"Q fever, acute**",2016,27,,-,43,,2,,123,,132,,137,,113,,110,,
Streptococcal toxic-shock syndrome**,2016,27,1,,145,,4,,335,,259,,224,,194,,168,,ID (1 )
SARS-CoV,2016,27,,-,,-,,-,,-,,-,,-,,-,,-,
Hansen's disease**,2016,27,,-,22,,2,,89,,88,,81,,82,,82,,
Anthrax,2016,27,,-,,-,,-,,-,,-,,-,,-,1,,
"Botulism, infant",2016,27,,-,57,,3,,138,,127,,136,,123,,97,,
Plague,2016,27,,-,,-,0,,13,,10,,4,,4,,3,,
Cholera,2016,27,,-,,-,0,,2,,5,,14,,17,,40,,
Trichinellosis**,2016,27,,-,4,,0,,11,,14,,22,,18,,15,,
Typhoid fever,2016,27,,-,132,,7,,367,,349,,338,,354,,390,,
"Rabies, human",2016,27,,-,,-,0,,1,,1,,2,,1,,6,,
Leptospirosis**,2016,27,,-,17,,0,,40,,38,,,NN,,NN,,NN,
Chancroid,2016,27,1,,7,,0,,11,,,-,,-,15,,8,,SC (1 )
"Botulism, total",2016,27,,-,86,,4,,195,,161,,152,,168,,153,,
Yellow fever,2016,27,,-,,-,,-,,-,,-,,-,,-,,-,
"Botulism, other (wound and unspecified)",2016,27,,-,7,,0,,20,,19,,12,,18,,32,,
"Influenza-associated pediatric mortality**,***",2016,27,2,,76,,1,,130,,141,,160,,52,,118,,"AZ (1 ), TX (1 )"
"Poliomyelitis, paralytic",2016,27,,-,,-,0,,,-,,-,1,,,-,,-,
"Polio virus Infection, nonparalytic**",2016,27,,-,,-,,-,,-,,-,,-,,-,,-,
Tularemia,2016,27,1,,57,,9,,314,,180,,203,,149,,166,,MO (1 )
Smallpox,2016,27,,-,,-,,-,,-,,-,,-,,-,,-,
"Hemolytic uremic syndrome, postdiarrheal**",2016,27,1,,85,,8,,275,,250,,329,,274,,290,,TN (1 )
Listeriosis,2016,27,6,,243,,18,,766,,769,,735,,727,,870,,"MA (1 ), NY (2 ), OH (2 ), VA (1 )"
Vancomycin-intermediate Staphylococcus aureus**,2016,27,,-,52,,3,,183,,212,,248,,134,,82,,
Toxic-shock syndrome (staphylococcal)**,2016,27,,-,15,,1,,66,,59,,71,,65,,78,,
Diphtheria,2016,27,,-,,-,,-,,-,1,,,-,1,,,-,
"Hepatitis B, virus infection perinatal",2016,27,1,,15,,1,,37,,47,,48,,40,,,NP,NY (1 )
"Botulism, foodborne",2016,27,,-,22,,0,,37,,15,,4,,27,,24,,
"Q fever, chronic**",2016,27,,-,8,,0,,35,,36,,33,,22,,24,,
Brucellosis,2016,27,1,,49,,2,,126,,92,,99,,114,,79,,MO (1 )
"Syphilis, congenital****",2016,27,,-,160,,8,,490,,458,,348,,322,,360,,
Cyclosporiasis**,2016,27,10,,65,,34,,645,,388,,784,,123,,151,,"NYC (3 ), IA (1 ), NE (4 ), FL (2 )"
"Hantavirus infections**, Hantavirus Pulmonary Syndrome (HPS)",2016,27,,-,9,,1,,17,,32,,21,,30,,23,,
Psittacosis**,2016,27,,-,3,,,-,4,,8,,6,,2,,2,,
"Hantavirus infections**, Hantavirus Pulmonary Syndrome (HPS)",2016,28,,-,9,,1,,17,,32,,21,,30,,23,,
Cholera,2016,28,,-,,-,0,,2,,5,,14,,17,,40,,
Hansen's disease**,2016,28,,-,23,,2,,89,,88,,81,,82,,82,,
Diphtheria,2016,28,,-,,-,,-,,-,1,,,-,1,,,-,
Typhoid fever,2016,28,5,,141,,7,,367,,349,,338,,354,,390,,"PA (1 ), WA (4 )"
"Botulism, infant",2016,28,,-,59,,3,,138,,127,,136,,123,,97,,
Toxic-shock syndrome (staphylococcal)**,2016,28,,-,16,,1,,66,,59,,71,,65,,78,,
Brucellosis,2016,28,2,,56,,3,,126,,92,,99,,114,,79,,FL (2 )
"Poliomyelitis, paralytic",2016,28,,-,,-,0,,,-,,-,1,,,-,,-,
Vancomycin-resistant Staphylococcus aureus**,2016,28,,-,,-,,-,1,,,-,,-,2,,,-,
"Botulism, foodborne",2016,28,,-,24,,0,,37,,15,,4,,27,,24,,
"Botulism, other (wound and unspecified)",2016,28,,-,8,,0,,20,,19,,12,,18,,32,,
Streptococcal toxic-shock syndrome**,2016,28,,-,146,,4,,335,,259,,224,,194,,168,,
Trichinellosis**,2016,28,1,,5,,0,,11,,14,,22,,18,,15,,OH (1 )
"Hepatitis B, virus infection perinatal",2016,28,,-,15,,1,,37,,47,,48,,40,,,NP,
Smallpox,2016,28,,-,,-,,-,,-,,-,,-,,-,,-,
"Syphilis, congenital****",2016,28,,-,165,,8,,490,,458,,348,,322,,360,,
"Hemolytic uremic syndrome, postdiarrheal**",2016,28,1,,87,,9,,275,,250,,329,,274,,290,,KY (1 )
Listeriosis,2016,28,3,,253,,19,,766,,769,,735,,727,,870,,"PA (1 ), OH (1 ), MD (1 )"
"Q fever, acute**",2016,28,2,,46,,2,,123,,132,,137,,113,,110,,"NE (1 ), TX (1 )"
"Q fever, chronic**",2016,28,,-,8,,0,,35,,36,,33,,22,,24,,
Yellow fever,2016,28,,-,,-,,-,,-,,-,,-,,-,,-,
"Q fever, total**",2016,28,2,,54,,3,,158,,168,,170,,135,,134,,
Anthrax,2016,28,,-,,-,,-,,-,,-,,-,,-,1,,
SARS-CoV,2016,28,,-,,-,,-,,-,,-,,-,,-,,-,
"Polio virus Infection, nonparalytic**",2016,28,,-,,-,,-,,-,,-,,-,,-,,-,
Leptospirosis**,2016,28,,-,17,,0,,40,,38,,,NN,,NN,,NN,
Plague,2016,28,,-,,-,0,,13,,10,,4,,4,,3,,
"Influenza-associated pediatric mortality**,***",2016,28,1,,77,,1,,130,,141,,160,,52,,118,,ND (1 )
Vancomycin-intermediate Staphylococcus aureus**,2016,28,,-,53,,3,,183,,212,,248,,134,,82,,
Tularemia,2016,28,3,,64,,9,,314,,180,,203,,149,,166,,"MO (2 ), NE (1 )"
"Rabies, human",2016,28,,-,,-,0,,1,,1,,2,,1,,6,,
Psittacosis**,2016,28,,-,3,,,-,4,,8,,6,,2,,2,,
Cyclosporiasis**,2016,28,16,,93,,32,,645,,388,,784,,123,,151,,"CT (1 ), NY (1 ), NYC (1 ), IA (1 ), NE (1 ), MD (1 ), FL (6 ), TX (4 )"
Chancroid,2016,28,,-,7,,0,,11,,,-,,-,15,,8,,
"Botulism, total",2016,28,,-,91,,3,,195,,161,,152,,168,,153,,
SARS-CoV,2016,29,,-,,-,,-,,-,,-,,-,,-,,-,
"Polio virus Infection, nonparalytic**",2016,29,,-,,-,,-,,-,,-,,-,,-,,-,
"Q fever, acute**",2016,29,1,,52,,2,,122,,132,,137,,113,,110,,TX (1 )
"Q fever, total**",2016,29,1,,60,,3,,156,,168,,170,,135,,134,,
Vancomycin-intermediate Staphylococcus aureus**,2016,29,1,,54,,3,,183,,212,,248,,134,,82,,FL (1 )
Brucellosis,2016,29,,-,57,,2,,126,,92,,99,,114,,79,,
Diphtheria,2016,29,,-,,-,,-,,-,1,,,-,1,,,-,
"Hepatitis B, virus infection perinatal",2016,29,,-,15,,1,,37,,47,,48,,40,,,NP,
"Influenza-associated pediatric mortality**,***",2016,29,1,,78,,1,,130,,141,,160,,52,,118,,MD (1 )
Cholera,2016,29,,-,,-,0,,2,,5,,14,,17,,40,,
Typhoid fever,2016,29,1,,147,,7,,367,,349,,338,,354,,390,,AZ (1 )
Chancroid,2016,29,,-,7,,0,,11,,,-,,-,15,,8,,
"Botulism, infant",2016,29,2,,64,,3,,138,,127,,136,,123,,97,,"PA (1 ), VA (1 )"
Vancomycin-resistant Staphylococcus aureus**,2016,29,,-,,-,,-,1,,,-,,-,2,,,-,
Psittacosis**,2016,29,,-,3,,0,,4,,8,,6,,2,,2,,
"Botulism, foodborne",2016,29,,-,24,,0,,37,,15,,4,,27,,24,,
"Botulism, total",2016,29,2,,97,,3,,195,,161,,152,,168,,153,,
Listeriosis,2016,29,8,,271,,20,,766,,769,,735,,727,,870,,"NYC (2 ), PA (1 ), OH (1 ), VA (1 ), FL (1 ), TN (1 ), OR (1 )"
"Hemolytic uremic syndrome, postdiarrheal**",2016,29,1,,92,,9,,274,,250,,329,,274,,290,,FL (1 )
Smallpox,2016,29,,-,,-,,-,,-,,-,,-,,-,,-,
Tularemia,2016,29,1,,74,,9,,314,,180,,203,,149,,166,,MO (1 )
"Syphilis, congenital****",2016,29,,-,169,,7,,490,,458,,348,,322,,360,,
Trichinellosis**,2016,29,,-,5,,0,,11,,14,,22,,18,,15,,
Leptospirosis**,2016,29,,-,17,,0,,40,,38,,,NN,,NN,,NN,
"Hantavirus infections**, Hantavirus Pulmonary Syndrome (HPS)",2016,29,,-,9,,1,,17,,32,,21,,30,,23,,
Anthrax,2016,29,,-,,-,,-,,-,,-,,-,,-,1,,
Yellow fever,2016,29,,-,,-,,-,,-,,-,,-,,-,,-,
"Botulism, other (wound and unspecified)",2016,29,,-,9,,0,,20,,19,,12,,18,,32,,
"Rabies, human",2016,29,,-,,-,0,,1,,1,,2,,1,,6,,
"Q fever, chronic**",2016,29,,-,8,,1,,34,,36,,33,,22,,24,,
Streptococcal toxic-shock syndrome**,2016,29,,-,153,,3,,335,,259,,224,,194,,168,,
"Poliomyelitis, paralytic",2016,29,,-,,-,0,,,-,,-,1,,,-,,-,
Plague,2016,29,,-,,-,0,,13,,10,,4,,4,,3,,
Cyclosporiasis**,2016,29,19,,130,,36,,645,,388,,784,,123,,151,,"ME (1 ), CT (1 ), NY (2 ), NYC (2 ), OH (1 ), FL (7 ), TX (4 ), AZ (1 )"
Toxic-shock syndrome (staphylococcal)**,2016,29,,-,17,,2,,64,,59,,71,,65,,78,,
Hansen's disease**,2016,29,1,,24,,2,,89,,88,,81,,82,,82,,FL (1 )
Cholera,2016,30,,-,,-,0,,2,,5,,14,,17,,40,,
"Polio virus Infection, nonparalytic**",2016,30,,-,,-,,-,,-,,-,,-,,-,,-,
Plague,2016,30,,-,,-,1,,13,,10,,4,,4,,3,,
SARS-CoV,2016,30,,-,,-,,-,,-,,-,,-,,-,,-,
Vancomycin-intermediate Staphylococcus aureus**,2016,30,4,,58,,3,,183,,212,,248,,134,,82,,"NY (1 ), OH (1 ), WI (1 ), FL (1 )"
Trichinellosis**,2016,30,,-,6,,0,,11,,14,,22,,18,,15,,
"Hemolytic uremic syndrome, postdiarrheal**",2016,30,2,,99,,9,,274,,250,,329,,274,,290,,"NYC (1 ), TN (1 )"
Brucellosis,2016,30,,-,58,,2,,126,,92,,99,,114,,79,,
Diphtheria,2016,30,,-,,-,,-,,-,1,,,-,1,,,-,
"Q fever, acute**",2016,30,,-,52,,3,,122,,132,,137,,113,,110,,
"Botulism, other (wound and unspecified)",2016,30,,-,10,,0,,20,,19,,12,,18,,32,,
Leptospirosis**,2016,30,,-,17,,1,,40,,38,,,NN,,NN,,NN,
Streptococcal toxic-shock syndrome**,2016,30,1,,156,,3,,335,,259,,224,,194,,168,,OH (1 )
Hansen's disease**,2016,30,,-,25,,2,,89,,88,,81,,82,,82,,
Anthrax,2016,30,,-,,-,,-,,-,,-,,-,,-,1,,
Vancomycin-resistant Staphylococcus aureus**,2016,30,,-,,-,0,,1,,,-,,-,2,,,-,
Tularemia,2016,30,7,,85,,9,,314,,180,,203,,149,,166,,"OK (6 ), MT (1 )"
Toxic-shock syndrome (staphylococcal)**,2016,30,,-,17,,2,,64,,59,,71,,65,,78,,
"Rabies, human",2016,30,,-,,-,0,,1,,1,,2,,1,,6,,
"Botulism, infant",2016,30,,-,66,,3,,138,,127,,136,,123,,97,,
Listeriosis,2016,30,7,,292,,21,,766,,769,,735,,727,,870,,"ME (1 ), NY (1 ), OH (1 ), MI (1 ), FL (2 ), OR (1 )"
Psittacosis**,2016,30,,-,3,,0,,4,,8,,6,,2,,2,,
Smallpox,2016,30,,-,,-,,-,,-,,-,,-,,-,,-,
"Poliomyelitis, paralytic",2016,30,,-,,-,0,,,-,,-,1,,,-,,-,
"Hepatitis B, virus infection perinatal",2016,30,1,,16,,1,,37,,47,,48,,40,,,NP,PA (1 )
"Q fever, total**",2016,30,,-,61,,3,,156,,168,,170,,135,,134,,
"Syphilis, congenital****",2016,30,,-,176,,7,,490,,458,,348,,322,,360,,
Chancroid,2016,30,,-,8,,0,,11,,,-,,-,15,,8,,
Cyclosporiasis**,2016,30,22,,173,,36,,645,,388,,784,,123,,151,,"NY (2 ), NYC (1 ), FL (8 ), AR (1 ), TX (8 ), WY (1 ), AK (1 )"
Typhoid fever,2016,30,4,,155,,8,,367,,349,,338,,354,,390,,"NYC (1 ), KS (1 ), TX (1 ), OR (1 )"
"Hantavirus infections**, Hantavirus Pulmonary Syndrome (HPS)",2016,30,,-,9,,0,,17,,32,,21,,30,,23,,
"Q fever, chronic**",2016,30,,-,9,,1,,34,,36,,33,,22,,24,,
Yellow fever,2016,30,,-,,-,,-,,-,,-,,-,,-,,-,
"Botulism, foodborne",2016,30,,-,25,,0,,37,,15,,4,,27,,24,,
"Influenza-associated pediatric mortality**,***",2016,30,1,,79,,1,,130,,141,,160,,52,,118,,CA (1 )
"Botulism, total",2016,30,,-,101,,3,,195,,161,,152,,168,,153,,
Psittacosis**,2016,31,,-,3,,0,,4,,8,,6,,2,,2,,
Cyclosporiasis**,2016,31,19,,216,,32,,645,,388,,784,,123,,151,,"NY (1 ), NYC (6 ), VA (1 ), TX (9 ), WA (2 )"
Brucellosis,2016,31,1,,61,,3,,126,,92,,99,,114,,79,,TX (1 )
Vancomycin-resistant Staphylococcus aureus**,2016,31,,-,,-,0,,1,,,-,,-,2,,,-,
"Hantavirus infections**, Hantavirus Pulmonary Syndrome (HPS)",2016,31,,-,9,,0,,17,,32,,21,,30,,23,,
Plague,2016,31,,-,,-,0,,13,,10,,4,,4,,3,,
SARS-CoV,2016,35,,-,,-,,-,,-,,-,,-,,-,,-,
Listeriosis,2016,31,7,,302,,21,,766,,769,,735,,727,,870,,"ME (1 ), NY (1 ), NYC (1 ), OH (1 ), MD (2 ), TX (1 )"
"Botulism, infant",2016,31,2,,68,,2,,138,,127,,136,,123,,97,,OH (2 )
Hansen's disease**,2016,31,,-,24,,2,,89,,88,,81,,82,,82,,
Vancomycin-intermediate Staphylococcus aureus**,2016,31,,-,59,,3,,183,,212,,248,,134,,82,,
Chancroid,2016,31,,-,8,,0,,11,,,-,,-,15,,8,,
Anthrax,2016,31,,-,,-,,-,,-,,-,,-,,-,1,,
Toxic-shock syndrome (staphylococcal)**,2016,31,,-,17,,2,,64,,59,,71,,65,,78,,
"Influenza-associated pediatric mortality**,***",2016,31,,-,79,,1,,130,,141,,160,,52,,118,,
Smallpox,2016,31,,-,,-,,-,,-,,-,,-,,-,,-,
"Rabies, human",2016,31,,-,,-,0,,1,,1,,2,,1,,6,,
"Q fever, chronic**",2016,31,1,,9,,1,,34,,36,,33,,22,,24,,NYC (1 )
Cholera,2016,31,,-,,-,0,,2,,5,,14,,17,,40,,
"Q fever, total**",2016,31,1,,65,,3,,156,,168,,170,,135,,134,,
Leptospirosis**,2016,31,,-,17,,1,,40,,38,,,NN,,NN,,NN,
"Botulism, foodborne",2016,31,,-,25,,0,,37,,15,,4,,27,,24,,
"Poliomyelitis, paralytic",2016,31,,-,,-,,-,,-,,-,1,,,-,,-,
Streptococcal toxic-shock syndrome**,2016,31,,-,157,,3,,335,,259,,224,,194,,168,,
Trichinellosis**,2016,31,,-,6,,0,,11,,14,,22,,18,,15,,
"Q fever, acute**",2016,31,,-,56,,3,,122,,132,,137,,113,,110,,
"Syphilis, congenital****",2016,31,,-,177,,8,,489,,458,,348,,322,,360,,
"Botulism, total",2016,31,2,,104,,3,,195,,161,,152,,168,,153,,
Diphtheria,2016,31,,-,,-,,-,,-,1,,,-,1,,,-,
"Polio virus Infection, nonparalytic**",2016,31,,-,,-,,-,,-,,-,,-,,-,,-,
Tularemia,2016,31,4,,93,,8,,314,,180,,203,,149,,166,,"MO (2 ), NE (1 ), WY (1 )"
SARS-CoV,2016,31,,-,,-,,-,,-,,-,,-,,-,,-,
Typhoid fever,2016,31,3,,167,,8,,367,,349,,338,,354,,390,,"NYC (1 ), OH (1 ), MD (1 )"
"Hemolytic uremic syndrome, postdiarrheal**",2016,31,3,,103,,9,,274,,250,,329,,274,,290,,"NY (1 ), NE (1 ), ID (1 )"
"Hepatitis B, virus infection perinatal",2016,31,1,,16,,1,,37,,47,,48,,40,,,NP,PA (1 )
"Botulism, other (wound and unspecified)",2016,31,,-,11,,0,,20,,19,,12,,18,,32,,
Yellow fever,2016,31,,-,,-,,-,,-,,-,,-,,-,,-,
Leptospirosis**,2016,32,1,,18,,1,,40,,38,,,NN,,NN,,NN,VT (1 )
Typhoid fever,2016,32,3,,175,,8,,367,,349,,338,,354,,390,,"OH (1 ), VA (1 ), FL (1 )"
"Botulism, total",2016,32,,-,107,,3,,195,,161,,152,,168,,153,,
"Botulism, infant",2016,32,,-,70,,2,,138,,127,,136,,123,,97,,
"Rabies, human",2016,32,,-,,-,0,,1,,1,,2,,1,,6,,
Cholera,2016,32,,-,,-,0,,2,,5,,14,,17,,40,,
"Hantavirus infections**, Hantavirus Pulmonary Syndrome (HPS)",2016,32,,-,9,,0,,17,,32,,21,,30,,23,,
Vancomycin-resistant Staphylococcus aureus**,2016,32,,-,,-,0,,1,,,-,,-,2,,,-,
Toxic-shock syndrome (staphylococcal)**,2016,32,,-,18,,2,,64,,59,,71,,65,,78,,
Vancomycin-intermediate Staphylococcus aureus**,2016,32,,-,60,,3,,183,,212,,248,,134,,82,,
"Polio virus Infection, nonparalytic**",2016,32,,-,,-,,-,,-,,-,,-,,-,,-,
"Influenza-associated pediatric mortality**,***",2016,32,,-,79,,0,,130,,141,,160,,52,,118,,
Tularemia,2016,32,,-,106,,7,,314,,180,,203,,149,,166,,
"Poliomyelitis, paralytic",2016,32,,-,,-,,-,,-,,-,1,,,-,,-,
Chancroid,2016,32,,-,8,,0,,11,,,-,,-,15,,8,,
Trichinellosis**,2016,32,1,,7,,0,,11,,14,,22,,18,,15,,NY (1 )
Brucellosis,2016,32,3,,69,,3,,126,,92,,99,,114,,79,,"OH (1 ), TN (1 ), TX (1 )"
Smallpox,2016,32,,-,,-,,-,,-,,-,,-,,-,,-,
"Hemolytic uremic syndrome, postdiarrheal**",2016,32,2,,109,,10,,274,,250,,329,,274,,290,,"OH (1 ), OR (1 )"
Plague,2016,32,,-,,-,0,,13,,10,,4,,4,,3,,
"Q fever, chronic**",2016,32,,-,10,,1,,34,,36,,33,,22,,24,,
Anthrax,2016,32,,-,,-,,-,,-,,-,,-,,-,1,,
Yellow fever,2016,32,,-,,-,,-,,-,,-,,-,,-,,-,
"Hepatitis B, virus infection perinatal",2016,32,1,,16,,1,,37,,47,,48,,40,,,NP,PA (1 )
SARS-CoV,2016,32,,-,,-,,-,,-,,-,,-,,-,,-,
Streptococcal toxic-shock syndrome**,2016,32,2,,162,,2,,335,,259,,224,,194,,168,,OH (2 )
Cyclosporiasis**,2016,32,17,,249,,28,,645,,388,,784,,123,,151,,"NY (5 ), NYC (1 ), MD (1 ), VA (1 ), FL (2 ), TX (5 ), AZ (1 ), CA (1 )"
"Q fever, total**",2016,32,,-,67,,3,,156,,168,,170,,135,,134,,
Psittacosis**,2016,32,,-,3,,0,,4,,8,,6,,2,,2,,
"Q fever, acute**",2016,32,,-,57,,3,,122,,132,,137,,113,,110,,
Hansen's disease**,2016,32,2,,26,,2,,89,,88,,81,,82,,82,,FL (2 )
Diphtheria,2016,32,,-,,-,,-,,-,1,,,-,1,,,-,
Listeriosis,2016,32,2,,316,,22,,766,,769,,735,,727,,870,,"PA (1 ), AZ (1 )"
"Syphilis, congenital****",2016,32,,-,187,,7,,489,,458,,348,,322,,360,,
"Botulism, foodborne",2016,32,,-,25,,1,,37,,15,,4,,27,,24,,
"Botulism, other (wound and unspecified)",2016,32,,-,12,,0,,20,,19,,12,,18,,32,,
"Influenza-associated pediatric mortality**,***",2016,33,,-,79,,1,,130,,141,,160,,52,,118,,
"Hemolytic uremic syndrome, postdiarrheal**",2016,33,2,,120,,9,,274,,250,,329,,274,,290,,"NYC (1 ), ID (1 )"
Brucellosis,2016,33,1,,71,,3,,126,,92,,99,,114,,79,,TX (1 )
Vancomycin-intermediate Staphylococcus aureus**,2016,33,,-,63,,3,,183,,212,,248,,134,,82,,
Yellow fever,2016,33,,-,,-,,-,,-,,-,,-,,-,,-,
"Polio virus Infection, nonparalytic**",2016,33,,-,,-,,-,,-,,-,,-,,-,,-,
Plague,2016,33,,-,,-,0,,13,,10,,4,,4,,3,,
Trichinellosis**,2016,33,,-,7,,0,,11,,14,,22,,18,,15,,
