Disease,MMWR year,MMWR week,Current week,"Current week, flag",Cum 2017,"Cum 2017, flag",5-year weekly average§,"5-year weekly average§, flag",Total cases reported  2016,"Total cases reported  2016, flag",Total cases reported 2015,"Total cases reported 2015, flag",Total cases reported 2014,"Total cases reported 2014, flag",Total cases reported 2013,"Total cases reported 2013, flag",Total cases reported 2012,"Total cases reported 2012, flag",States reporting cases during current week (No.) 
Vancomycin-resistant Staphylococcus aureus**,2017,18,,-,,-,,-,,-,3,,,-,,-,2,,
Cholera,2017,18,,-,,-,0,,2,,5,,5,,14,,17,,
"Viral hemorrhagic fever****, Lassa fever",2017,18,,-,,-,,-,,-,1,,1,,,NP,,NP,
"Hepatitis B, perinatal virus infection§§",2017,18,,-,4,,1,,31,,37,,47,,48,,40,,
"Botulism, infant",2017,18,1,,33,,2,,143,,138,,127,,136,,123,,WA (1 )
Smallpox,2017,18,,-,,-,,-,,-,,-,,-,,-,,-,
"Arboviral diseases¶,** St. Louis encephalitis virus disease",2017,18,,-,1,,0,,8,,23,,10,,1,,3,,
"Viral hemorrhagic fever****, Lujo virus",2017,18,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Polio virus Infection, nonparalytic**",2017,18,,-,,-,,-,,-,,-,,-,,-,,-,
"Arboviral diseases¶,** Powassan virus disease",2017,18,,-,,-,0,,20,,7,,8,,12,,7,,
"Viral hemorrhagic fever****, Ebola hemorrhagic fever",2017,18,,-,,-,,-,,-,,-,4,,,NP,,NP,
"Botulism, total",2017,18,1,,38,,4,,201,,195,,161,,152,,168,,
"Zika virus disease, non-congenital††††  ",2017,18,,-,157,,19,,5057,,,NN,,NN,,NN,,NN,
SARS-CoV,2017,18,,-,,-,,-,,-,,-,,-,,-,,-,
"Haemophilus influenzae invasive disease (age <5 yrs)††, serotype b",2017,18,,-,4,,1,,24,,29,,40,,31,,30,,
"Syphilis, congenital¶¶¶",2017,18,,-,127,,7,,588,,493,,458,,348,,322,,
"Q fever, acute**",2017,18,,-,24,,3,,130,,122,,132,,137,,113,,
"Viral hemorrhagic fever****, Junin hemorrhagic fever",2017,18,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Haemophilus influenzae invasive disease (age <5 yrs)††, non-b serotype",2017,18,1,,48,,1,,131,,135,,266,,233,,263,,TX (1 )
Streptococcal toxic-shock syndrome**,2017,18,7,,97,,6,,274,,335,,259,,224,,194,,"ME (2 ), NY (1 ), OH (1 ), VA (1 ), CO (2 )"
Anthrax,2017,18,,-,,-,,-,,-,,-,,-,,-,,-,
"Arboviral diseases¶,** Western equine encephalitis virus disease",2017,18,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever****, Guanarito hemorrhagic fever",2017,18,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Q fever, chronic**",2017,18,1,,10,,1,,32,,34,,36,,33,,22,,PA (1 )
"Rabies, human",2017,18,,-,,-,,-,,-,2,,1,,2,,1,,
"Arboviral diseases¶,** La Crosse virus disease",2017,18,,-,,-,0,,36,,55,,80,,85,,78,,
"Arboviral diseases¶,** Jamestown Canyon virus disease",2017,18,,-,1,,,-,14,,11,,11,,22,,2,,
Toxic-shock syndrome (other than staphylococcal)**,2017,18,,-,8,,1,,42,,64,,59,,71,,65,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, nontypeable ",2017,18,,-,43,,4,,149,,175,,128,,141,,115,,
Psittacosis**,2017,18,,-,2,,0,,12,,4,,8,,6,,2,,
Vancomycin-intermediate Staphylococcus aureus**,2017,18,,-,23,,4,,104,,183,,212,,248,,134,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, unknown serotype",2017,18,3,,91,,4,,236,,167,,39,,34,,37,,"CO (1 ), AZ (1 ), OR (1 )"
Tularemia,2017,18,,-,11,,4,,234,,314,,180,,203,,149,,
"Botulism, foodborne",2017,18,,-,1,,1,,32,,37,,15,,4,,27,,
Plague,2017,18,,-,,-,0,,,-,16,,10,,4,,4,,
"Viral hemorrhagic fever****, Sabia-associated hemorrhagic fever",2017,19,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Meningococcal disease (Neisseria meningitidis)†††, serogroup B",2017,19,1,,29,,2,,74,,111,,89,,99,,110,,NY (1 )
Anthrax,2017,19,,-,,-,,-,,-,,-,,-,,-,,-,
Hansen's disease**,2017,19,1,,27,,2,,76,,89,,88,,81,,82,,NYC (1 )
"Rabies, human",2017,19,,-,,-,0,,,-,2,,1,,2,,1,,
"Arboviral diseases¶,** Jamestown Canyon virus disease",2017,19,,-,1,,0,,14,,11,,11,,22,,2,,
"Meningococcal disease (Neisseria meningitidis)†††, serogroups ACWY",2017,19,2,,26,,3,,104,,120,,123,,142,,161,,TX (2 )
"Syphilis, congenital¶¶¶",2017,19,,-,133,,8,,599,,493,,458,,348,,322,,
Plague,2017,19,,-,1,,0,,,-,16,,10,,4,,4,,
"Poliomyelitis, paralytic",2017,19,,-,,-,,-,,-,,-,,-,1,,,-,
"Haemophilus influenzae invasive disease (age <5 yrs)††, unknown serotype",2017,19,8,,99,,4,,239,,167,,39,,34,,37,,"NYC (2 ), OH (1 ), MO (1 ), FL (1 ), TX (2 ), CO (1 )"
"Viral hemorrhagic fever****, Crimean-Congo hemorrhagic fever",2017,19,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Influenza-associated pediatric mortality**,¶¶",2017,19,1,,96,,2,,83,,130,,141,,160,,52,,GA (1 )
Leptospirosis**,2017,19,,-,17,,0,,73,,40,,38,,,NN,,NN,
Measles***,2017,19,4,,72,,10,,81,,188,,667,,187,,55,,MN (4 )
Cholera,2017,19,,-,,-,0,,2,,5,,5,,14,,17,,
"Q fever, chronic**",2017,19,1,,11,,1,,32,,34,,36,,33,,22,,KY (1 )
"Zika virus disease, non-congenital††††  ",2017,19,,-,119,,22,,5078,,,NN,,NN,,NN,,NN,
Novel influenza A virus infections§§§,2017,19,,-,1,,0,,23,,7,,3,,21,,313,,
Smallpox,2017,19,,-,,-,,-,,-,,-,,-,,-,,-,
"Botulism, foodborne",2017,19,,-,1,,0,,30,,37,,15,,4,,27,,
Typhoid fever (caused by Salmonella typhi),2017,19,4,,94,,6,,357,,367,,349,,338,,354,,"NY (2 ), NYC (1 ), MD (1 )"
"Polio virus Infection, nonparalytic**",2017,19,,-,,-,,-,,-,,-,,-,,-,,-,
"Botulism, total",2017,19,4,,41,,3,,201,,195,,161,,152,,168,,
SARS-CoV,2017,19,,-,,-,,-,,-,,-,,-,,-,,-,
"Arboviral diseases¶,** Powassan virus disease",2017,19,,-,,-,0,,20,,7,,8,,12,,7,,
"Botulism, other (wound and unspecified)",2017,19,,-,4,,0,,26,,20,,19,,12,,18,,
"Viral hemorrhagic fever****, Lassa fever",2017,19,,-,,-,,-,,-,1,,1,,,NP,,NP,
Brucellosis,2017,19,1,,32,,3,,131,,126,,92,,99,,114,,PA (1 )
"Q fever, total**",2017,19,1,,38,,4,,161,,156,,168,,170,,135,,
"Viral hemorrhagic fever****, Lujo virus",2017,19,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Toxic-shock syndrome (other than staphylococcal)**,2017,19,,-,7,,1,,42,,64,,59,,71,,65,,
Tularemia,2017,19,,-,13,,5,,234,,314,,180,,203,,149,,
Yellow fever,2017,19,,-,,-,,-,,-,,-,,-,,-,,-,
"Hemolytic uremic syndrome, postdiarrheal**",2017,19,1,,63,,5,,296,,274,,250,,329,,274,,KY (1 )
"Viral hemorrhagic fever****, Marburg fever",2017,19,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Viral hemorrhagic fever****, Ebola hemorrhagic fever",2017,19,,-,,-,,-,,-,,-,4,,,NP,,NP,
"Hepatitis B, perinatal virus infection§§",2017,19,,-,4,,1,,31,,37,,47,,48,,40,,
"Meningococcal disease (Neisseria meningitidis)†††, other serogroup",2017,19,,-,4,,0,,20,,21,,25,,17,,20,,
"Arboviral diseases¶,** La Crosse virus disease",2017,19,,-,,-,0,,36,,55,,80,,85,,78,,
Psittacosis**,2017,19,2,,4,,0,,12,,4,,8,,6,,2,,NY (2 )
"Arboviral diseases¶,** Chikungunya virus disease",2017,19,,-,6,,3,,245,,896,,,NN,,NN,,NN,
Vancomycin-resistant Staphylococcus aureus**,2017,19,,-,,-,,-,,-,3,,,-,,-,2,,
Diphtheria,2017,19,,-,,-,0,,,-,,-,1,,,-,1,,
"Arboviral diseases¶,** Western equine encephalitis virus disease",2017,19,,-,,-,,-,,-,,-,,-,,-,,-,
"Haemophilus influenzae invasive disease (age <5 yrs)††, non-b serotype",2017,19,1,,53,,2,,132,,135,,266,,233,,263,,LA (1 )
"Q fever, acute**",2017,19,,-,27,,3,,129,,122,,132,,137,,113,,
Cyclosporiasis**,2017,19,,-,14,,3,,502,,645,,388,,784,,123,,
"Viral hemorrhagic fever****, Junin hemorrhagic fever",2017,19,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Haemophilus influenzae invasive disease (age <5 yrs)††, nontypeable ",2017,19,,-,46,,3,,149,,175,,128,,141,,115,,
"Viral hemorrhagic fever****, Guanarito hemorrhagic fever",2017,19,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Meningococcal disease(Neisseria meningitidis)†††, unknown serogroup",2017,19,2,,72,,4,,158,,120,,196,,298,,260,,"PA (1 ), OH (1 )"
"Hantavirus**, Hantavirus Pulmonary Syndrome (HPS)",2017,19,,-,2,,1,,15,,21,,32,,21,,30,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, serotype b",2017,19,,-,4,,1,,23,,29,,40,,31,,30,,
"Hantavirus**, Hantavirus infection, non-HPS",2017,19,,-,,-,0,,3,,3,,,NN,,NN,,NN,
Listeriosis,2017,19,3,,171,,12,,760,,768,,769,,735,,727,,"NY (2 ), OH (1 )"
Chancroid,2017,19,,-,7,,0,,7,,11,,,-,,-,15,,
"Botulism, infant",2017,19,4,,36,,2,,145,,138,,127,,136,,123,,"OH (1 ), WA (3 )"
Trichinellosis**,2017,19,,-,3,,0,,25,,14,,14,,22,,18,,
"Arboviral diseases¶,** Eastern equine encephalitis virus disease",2017,19,,-,,-,0,,7,,6,,8,,8,,15,,
"Viral hemorrhagic fever****, Machupo hemorrhagic fever",2017,19,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Streptococcal toxic-shock syndrome**,2017,19,3,,107,,6,,275,,335,,259,,224,,194,,"NY (1 ), VA (1 ), CO (1 )"
Vancomycin-intermediate Staphylococcus aureus**,2017,19,,-,24,,4,,106,,183,,212,,248,,134,,
"Arboviral diseases¶,** St. Louis encephalitis virus disease",2017,19,,-,1,,0,,8,,23,,10,,1,,3,,
"Arboviral diseases¶,** Eastern equine encephalitis virus disease",2017,20,,-,,-,0,,7,,6,,8,,8,,15,,
"Zika virus disease, non-congenital††††  ",2017,20,,-,168,,27,,5074,,,NN,,NN,,NN,,NN,
Cyclosporiasis**,2017,20,1,,17,,4,,532,,645,,388,,784,,123,,AK (1 )
"Viral hemorrhagic fever****, Crimean-Congo hemorrhagic fever",2017,20,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Polio virus Infection, nonparalytic**",2017,20,,-,,-,,-,,-,,-,,-,,-,,-,
Streptococcal toxic-shock syndrome**,2017,20,3,,126,,5,,279,,335,,259,,224,,194,,VA (3 )
"Viral hemorrhagic fever****, Sabia-associated hemorrhagic fever",2017,20,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Vancomycin-resistant Staphylococcus aureus**,2017,20,,-,,-,,-,,-,3,,,-,,-,2,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, nontypeable ",2017,20,,-,47,,4,,163,,175,,128,,141,,115,,
"Viral hemorrhagic fever****, Junin hemorrhagic fever",2017,20,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Hepatitis B, perinatal virus infection§§",2017,20,1,,5,,1,,31,,37,,47,,48,,40,,OH (1 )
"Q fever, total**",2017,20,1,,44,,4,,165,,156,,168,,170,,135,,
"Arboviral diseases¶,** Jamestown Canyon virus disease",2017,20,,-,1,,0,,14,,11,,11,,22,,2,,
Anthrax,2017,20,,-,,-,,-,,-,,-,,-,,-,,-,
"Meningococcal disease (Neisseria meningitidis)†††, serogroup B",2017,20,,-,30,,2,,77,,111,,89,,99,,110,,
Smallpox,2017,20,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever****, Lujo virus",2017,20,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Viral hemorrhagic fever****, Guanarito hemorrhagic fever",2017,20,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Listeriosis,2017,20,5,,185,,12,,784,,768,,769,,735,,727,,"NY (1 ), NYC (1 ), PA (2 ), OH (1 )"
"Meningococcal disease (Neisseria meningitidis)†††, serogroups ACWY",2017,20,,-,29,,3,,113,,120,,123,,142,,161,,
"Viral hemorrhagic fever****, Machupo hemorrhagic fever",2017,20,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Arboviral diseases¶,** St. Louis encephalitis virus disease",2017,20,,-,1,,0,,8,,23,,10,,1,,3,,
Leptospirosis**,2017,20,1,,19,,0,,76,,40,,38,,,NN,,NN,NYC (1 )
"Arboviral diseases¶,** Western equine encephalitis virus disease",2017,20,,-,,-,,-,,-,,-,,-,,-,,-,
"Haemophilus influenzae invasive disease (age <5 yrs)††, serotype b",2017,20,1,,5,,0,,25,,29,,40,,31,,30,,NY (1 )
Plague,2017,20,,-,1,,0,,,-,16,,10,,4,,4,,
Measles***,2017,20,,-,90,,11,,83,,188,,667,,187,,55,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, unknown serotype",2017,20,2,,100,,4,,251,,167,,39,,34,,37,,"MD (1 ), TX (1 )"
"Viral hemorrhagic fever****, Lassa fever",2017,20,,-,,-,,-,,-,1,,1,,,NP,,NP,
"Arboviral diseases¶,** Chikungunya virus disease",2017,20,,-,8,,3,,244,,896,,,NN,,NN,,NN,
Toxic-shock syndrome (other than staphylococcal)**,2017,20,,-,7,,1,,43,,64,,59,,71,,65,,
Hansen's disease**,2017,20,,-,27,,2,,81,,89,,88,,81,,82,,
Vancomycin-intermediate Staphylococcus aureus**,2017,20,,-,25,,3,,107,,183,,212,,248,,134,,
"Q fever, acute**",2017,20,,-,32,,3,,134,,122,,132,,137,,113,,
Yellow fever,2017,20,,-,,-,,-,,-,,-,,-,,-,,-,
"Rabies, human",2017,20,,-,,-,0,,,-,2,,1,,2,,1,,
"Arboviral diseases¶,** Powassan virus disease",2017,20,,-,,-,1,,20,,7,,8,,12,,7,,
Brucellosis,2017,20,,-,34,,3,,130,,126,,92,,99,,114,,
Cholera,2017,20,,-,,-,0,,2,,5,,5,,14,,17,,
"Hantavirus**, Hantavirus Pulmonary Syndrome (HPS)",2017,20,,-,2,,1,,15,,21,,32,,21,,30,,
"Arboviral diseases¶,** La Crosse virus disease",2017,20,,-,,-,0,,36,,55,,80,,85,,78,,
"Botulism, total",2017,20,2,,50,,3,,201,,195,,161,,152,,168,,
Novel influenza A virus infections§§§,2017,20,,-,1,,0,,23,,7,,3,,21,,313,,
"Botulism, foodborne",2017,20,,-,5,,0,,30,,37,,15,,4,,27,,
Chancroid,2017,20,,-,7,,0,,7,,11,,,-,,-,15,,
"Meningococcal disease(Neisseria meningitidis)†††, unknown serogroup",2017,20,3,,76,,4,,160,,120,,196,,298,,260,,"VA (1 ), FL (1 ), OR (1 )"
"Syphilis, congenital¶¶¶",2017,20,,-,141,,8,,603,,493,,458,,348,,322,,
Typhoid fever (caused by Salmonella typhi),2017,20,,-,106,,6,,370,,367,,349,,338,,354,,
"Meningococcal disease (Neisseria meningitidis)†††, other serogroup",2017,20,,-,4,,0,,21,,21,,25,,17,,20,,
"Influenza-associated pediatric mortality**,¶¶",2017,20,3,,99,,2,,83,,130,,141,,160,,52,,"NH (1 ), CO (1 ), PA (1 )"
"Hantavirus**, Hantavirus infection, non-HPS",2017,20,,-,,-,0,,2,,3,,,NN,,NN,,NN,
"Q fever, chronic**",2017,20,1,,12,,1,,31,,34,,36,,33,,22,,OH (1 )
Psittacosis**,2017,20,,-,4,,0,,12,,4,,8,,6,,2,,
"Poliomyelitis, paralytic",2017,20,,-,,-,,-,,-,,-,,-,1,,,-,
"Botulism, other (wound and unspecified)",2017,20,,-,5,,0,,26,,20,,19,,12,,18,,
SARS-CoV,2017,20,,-,,-,,-,,-,,-,,-,,-,,-,
"Haemophilus influenzae invasive disease (age <5 yrs)††, non-b serotype",2017,20,1,,56,,2,,138,,135,,266,,233,,263,,ID (1 )
"Botulism, infant",2017,20,2,,40,,2,,145,,138,,127,,136,,123,,"NYC (1 ), OH (1 )"
"Hemolytic uremic syndrome, postdiarrheal**",2017,20,2,,65,,5,,305,,274,,250,,329,,274,,"MO (1 ), OR (1 )"
Trichinellosis**,2017,20,2,,5,,0,,26,,14,,14,,22,,18,,AK (2 )
"Viral hemorrhagic fever****, Marburg fever",2017,20,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Tularemia,2017,20,3,,21,,6,,229,,314,,180,,203,,149,,"NE (1 ), AR (2 )"
Diphtheria,2017,20,,-,,-,,-,,-,,-,1,,,-,1,,
"Viral hemorrhagic fever****, Ebola hemorrhagic fever",2017,20,,-,,-,,-,,-,,-,4,,,NP,,NP,
"Viral hemorrhagic fever****, Marburg fever",2017,21,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Yellow fever,2017,21,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever****, Ebola hemorrhagic fever",2017,21,,-,,-,,-,,-,,-,4,,,NP,,NP,
"Viral hemorrhagic fever****, Guanarito hemorrhagic fever",2017,21,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Arboviral diseases¶,** Western equine encephalitis virus disease",2017,21,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever****, Sabia-associated hemorrhagic fever",2017,21,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Syphilis, congenital¶¶¶",2017,21,,-,151,,8,,622,,493,,458,,348,,322,,
"Viral hemorrhagic fever****, Machupo hemorrhagic fever",2017,21,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Arboviral diseases¶,** St. Louis encephalitis virus disease",2017,21,,-,1,,0,,8,,23,,10,,1,,3,,
"Arboviral diseases¶,** Chikungunya virus disease",2017,21,,-,9,,3,,244,,896,,,NN,,NN,,NN,
Diphtheria,2017,21,,-,,-,,-,,-,,-,1,,,-,1,,
"Viral hemorrhagic fever****, Crimean-Congo hemorrhagic fever",2017,21,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Plague,2017,21,,-,1,,0,,,-,16,,10,,4,,4,,
Novel influenza A virus infections§§§,2017,21,,-,1,,,-,23,,7,,3,,21,,313,,
"Arboviral diseases¶,** Eastern equine encephalitis virus disease",2017,21,,-,,-,0,,7,,6,,8,,8,,15,,
"Viral hemorrhagic fever****, Lujo virus",2017,21,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Arboviral diseases¶,** Powassan virus disease",2017,21,,-,,-,0,,21,,7,,8,,12,,7,,
Chancroid,2017,21,,-,7,,0,,7,,11,,,-,,-,15,,
Smallpox,2017,21,,-,,-,,-,,-,,-,,-,,-,,-,
Cholera,2017,21,,-,,-,0,,2,,5,,5,,14,,17,,
"Hantavirus**, Hantavirus infection, non-HPS",2017,21,,-,,-,0,,2,,3,,,NN,,NN,,NN,
SARS-CoV,2017,21,,-,,-,,-,,-,,-,,-,,-,,-,
"Poliomyelitis, paralytic",2017,21,,-,,-,,-,,-,,-,,-,1,,,-,
Anthrax,2017,21,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever****, Lassa fever",2017,21,,-,,-,,-,,-,1,,1,,,NP,,NP,
"Arboviral diseases¶,** La Crosse virus disease",2017,21,,-,,-,0,,36,,55,,80,,85,,78,,
"Polio virus Infection, nonparalytic**",2017,21,,-,,-,,-,,-,,-,,-,,-,,-,
Vancomycin-resistant Staphylococcus aureus**,2017,21,,-,,-,,-,,-,3,,,-,,-,2,,
"Rabies, human",2017,21,,-,,-,0,,,-,2,,1,,2,,1,,
"Zika virus disease, non-congenital††††  ",2017,21,,-,170,,31,,5057,,,NN,,NN,,NN,,NN,
"Viral hemorrhagic fever****, Junin hemorrhagic fever",2017,21,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Arboviral diseases¶,** Jamestown Canyon virus disease",2017,21,,-,1,,0,,15,,11,,11,,22,,2,,
"Hepatitis B, perinatal virus infection§§",2017,21,,-,5,,1,,37,,37,,47,,48,,40,,
Measles***,2017,21,,-,110,,14,,85,,188,,667,,187,,55,,
Trichinellosis**,2017,21,,-,5,,0,,25,,14,,14,,22,,18,,
Brucellosis,2017,21,,-,36,,3,,131,,126,,92,,99,,114,,
"Botulism, total",2017,21,,-,59,,4,,202,,195,,161,,152,,168,,
"Meningococcal disease (Neisseria meningitidis)†††, other serogroup",2017,21,,-,4,,0,,22,,21,,25,,17,,20,,
Psittacosis**,2017,21,,-,4,,0,,12,,4,,8,,6,,2,,
"Meningococcal disease(Neisseria meningitidis)†††, unknown serogroup",2017,21,,-,78,,4,,155,,120,,196,,298,,260,,
"Botulism, infant",2017,21,,-,43,,2,,146,,138,,127,,136,,123,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, non-b serotype",2017,21,1,,59,,2,,144,,135,,266,,233,,263,,NY (1 )
"Haemophilus influenzae invasive disease (age <5 yrs)††, unknown serotype",2017,21,6,,107,,4,,227,,167,,39,,34,,37,,"PA (2 ), MO (1 ), FL (1 ), CO (1 ), OR (1 )"
"Meningococcal disease (Neisseria meningitidis)†††, serogroups ACWY",2017,21,1,,30,,3,,120,,120,,123,,142,,161,,OH (1 )
Tularemia,2017,21,4,,27,,7,,230,,314,,180,,203,,149,,MO (4 )
Hansen's disease**,2017,21,1,,29,,1,,80,,89,,88,,81,,82,,FL (1 )
"Botulism, foodborne",2017,21,,-,10,,1,,30,,37,,15,,4,,27,,
Vancomycin-intermediate Staphylococcus aureus**,2017,21,,-,25,,4,,108,,183,,212,,248,,134,,
Streptococcal toxic-shock syndrome**,2017,21,3,,130,,5,,283,,335,,259,,224,,194,,"RI (1 ), NY (1 ), VA (1 )"
Leptospirosis**,2017,21,2,,21,,0,,82,,40,,38,,,NN,,NN,"NYC (1 ), PA (1 )"
"Hemolytic uremic syndrome, postdiarrheal**",2017,21,1,,74,,5,,310,,274,,250,,329,,274,,OK (1 )
"Q fever, total**",2017,21,2,,49,,4,,167,,156,,168,,170,,135,,
Typhoid fever (caused by Salmonella typhi),2017,21,2,,108,,7,,376,,367,,349,,338,,354,,OH (2 )
"Q fever, chronic**",2017,21,,-,12,,1,,32,,34,,36,,33,,22,,
Listeriosis,2017,21,7,,195,,13,,796,,768,,769,,735,,727,,"NY (2 ), PA (1 ), FL (3 ), OR (1 )"
"Q fever, acute**",2017,21,2,,37,,3,,135,,122,,132,,137,,113,,"FL (1 ), ID (1 )"
"Botulism, other (wound and unspecified)",2017,21,,-,6,,0,,26,,20,,19,,12,,18,,
"Influenza-associated pediatric mortality**,¶¶",2017,21,3,,102,,1,,83,,130,,141,,160,,52,,"MD (1 ), TX (1 ), CA (1 )"
Toxic-shock syndrome (other than staphylococcal)**,2017,21,,-,7,,1,,41,,64,,59,,71,,65,,
"Meningococcal disease (Neisseria meningitidis)†††, serogroup B",2017,21,,-,30,,2,,80,,111,,89,,99,,110,,
Cyclosporiasis**,2017,21,4,,24,,5,,541,,645,,388,,784,,123,,"NYC (1 ), OH (1 ), FL (1 ), MT (1 )"
"Hantavirus**, Hantavirus Pulmonary Syndrome (HPS)",2017,21,,-,3,,1,,15,,21,,32,,21,,30,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, nontypeable ",2017,21,,-,49,,3,,180,,175,,128,,141,,115,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, serotype b",2017,21,1,,6,,0,,29,,29,,40,,31,,30,,NY (1 )
Vancomycin-resistant Staphylococcus aureus**,2017,22,,-,,-,,-,,-,3,,,-,,-,2,,
Cholera,2017,22,,-,,-,0,,2,,5,,5,,14,,17,,
"Viral hemorrhagic fever****, Crimean-Congo hemorrhagic fever",2017,22,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Tularemia,2017,22,,-,28,,8,,230,,314,,180,,203,,149,,
Streptococcal toxic-shock syndrome**,2017,22,1,,135,,5,,283,,335,,259,,224,,194,,OH (1 )
Typhoid fever (caused by Salmonella typhi),2017,22,2,,119,,7,,375,,367,,349,,338,,354,,"NYC (1 ), OH (1 )"
"Arboviral diseases¶,** Chikungunya virus disease",2017,22,,-,9,,3,,244,,896,,,NN,,NN,,NN,
Toxic-shock syndrome (other than staphylococcal)**,2017,22,,-,7,,1,,41,,64,,59,,71,,65,,
"Viral hemorrhagic fever****, Machupo hemorrhagic fever",2017,22,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Rabies, human",2017,22,,-,,-,0,,,-,2,,1,,2,,1,,
"Viral hemorrhagic fever****, Junin hemorrhagic fever",2017,22,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Anthrax,2017,22,,-,,-,,-,,-,,-,,-,,-,,-,
"Arboviral diseases¶,** Eastern equine encephalitis virus disease",2017,22,,-,,-,0,,7,,6,,8,,8,,15,,
"Meningococcal disease (Neisseria meningitidis)†††, other serogroup",2017,22,,-,4,,0,,22,,21,,25,,17,,20,,
Vancomycin-intermediate Staphylococcus aureus**,2017,22,1,,28,,3,,108,,183,,212,,248,,134,,OH (1 )
"Meningococcal disease(Neisseria meningitidis)†††, unknown serogroup",2017,22,4,,82,,3,,155,,120,,196,,298,,260,,"NYC (1 ), MO (1 ), MS (1 ), CA (1 )"
"Syphilis, congenital¶¶¶",2017,22,,-,162,,9,,623,,493,,458,,348,,322,,
Chancroid,2017,22,,-,5,,0,,7,,11,,,-,,-,15,,
"Hepatitis B, perinatal virus infection§§",2017,22,1,,6,,1,,37,,37,,47,,48,,40,,TX (1 )
"Q fever, chronic**",2017,22,,-,12,,1,,32,,34,,36,,33,,22,,
Cyclosporiasis**,2017,22,5,,34,,7,,541,,645,,388,,784,,123,,"TX (3 ), CO (2 )"
"Polio virus Infection, nonparalytic**",2017,22,,-,,-,,-,,-,,-,,-,,-,,-,
"Haemophilus influenzae invasive disease (age <5 yrs)††, serotype b",2017,22,,-,6,,0,,30,,29,,40,,31,,30,,
Leptospirosis**,2017,22,,-,21,,0,,82,,40,,38,,,NN,,NN,
"Viral hemorrhagic fever****, Lassa fever",2017,22,,-,,-,,-,,-,1,,1,,,NP,,NP,
"Hantavirus**, Hantavirus infection, non-HPS",2017,22,,-,,-,,-,2,,3,,,NN,,NN,,NN,
"Hantavirus**, Hantavirus Pulmonary Syndrome (HPS)",2017,22,,-,3,,1,,15,,21,,32,,21,,30,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, unknown serotype",2017,22,1,,108,,4,,223,,167,,39,,34,,37,,PA (1 )
"Botulism, other (wound and unspecified)",2017,22,,-,6,,0,,26,,20,,19,,12,,18,,
"Arboviral diseases¶,** St. Louis encephalitis virus disease",2017,22,,-,1,,0,,8,,23,,10,,1,,3,,
"Meningococcal disease (Neisseria meningitidis)†††, serogroups ACWY",2017,22,,-,32,,3,,120,,120,,123,,142,,161,,
Novel influenza A virus infections§§§,2017,22,,-,1,,0,,23,,7,,3,,21,,313,,
Trichinellosis**,2017,22,,-,5,,0,,25,,14,,14,,22,,18,,
Smallpox,2017,22,,-,,-,,-,,-,,-,,-,,-,,-,
"Q fever, total**",2017,22,,-,50,,4,,167,,156,,168,,170,,135,,
"Botulism, total",2017,22,1,,62,,4,,202,,195,,161,,152,,168,,
